# 7daf4d34-e3c1-4827-9777-a6793ffc3440
# 603fd3987364b09f9aacb70d1ed12c268e24dd56
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
56.1851193; -44.8010403; 23.9302463; 2.1094843; 0.1261146; 6.7773888; -1.0991877
56.3850664; -44.8982216; 23.8407383; 2.1352023; 0.1311212; 6.7448825; -1.0886690
56.5850134; -45.0592827; 23.7943359; 2.1619231; 0.1361727; 6.7125322; -1.0782509
56.7849604; -45.1782730; 23.5052571; 2.1896644; 0.1413359; 6.6803370; -1.0679325
56.9849075; -45.4115553; 23.5019398; 2.2184516; 0.1465945; 6.6482962; -1.0577129
57.1848545; -45.6048980; 23.4387373; 2.2482952; 0.1519654; 6.6164091; -1.0475910
57.3848016; -45.8195611; 23.2101948; 2.2792322; 0.1574973; 6.5846749; -1.0375660
57.5847486; -45.8385617; 23.1703545; 2.3112858; 0.1631369; 6.5530929; -1.0276370
57.7846957; -46.0076011; 23.0936375; 2.3444858; 0.1689828; 6.5216624; -1.0178029
57.9846427; -46.0512515; 22.8850850; 2.3788740; 0.1750035; 6.4903827; -1.0080630
58.1845898; -46.3956161; 22.7308356; 2.4144841; 0.1812206; 6.4592530; -0.9984163
58.3845368; -46.4086307; 22.5368154; 2.4513628; 0.1877175; 6.4282726; -0.9888619
58.5844838; -46.6490673; 22.2852420; 2.4895650; 0.1944118; 6.3974408; -0.9793989
58.7844309; -46.7098090; 22.2420035; 2.5291373; 0.2014632; 6.3667568; -0.9700265
58.9843779; -46.8577057; 22.1236360; 2.5701473; 0.2088228; 6.3362201; -0.9607438
59.1843250; -46.9344369; 21.9439757; 2.6126734; 0.2165460; 6.3058298; -0.9515499
59.3842720; -46.8591498; 21.8057129; 2.6567787; 0.2247517; 6.2755852; -0.9424440
59.5842191; -47.1149348; 21.5626604; 2.7025721; 0.2332933; 6.2454857; -0.9334252
59.7841661; -47.2327304; 21.3832912; 2.7501287; 0.2424695; 6.2155306; -0.9244927
59.9841131; -47.3359871; 21.1924117; 2.7995567; 0.2517312; 6.1857192; -0.9156457
60.1840602; -47.4445898; 21.0602359; 2.8505745; 0.2584915; 6.1560507; -0.9068834
60.3840072; -47.2823184; 20.7652976; 2.9029984; 0.2661743; 6.1265245; -0.8982049
60.5839543; -47.4985951; 20.5403774; 2.9561969; 0.2610234; 6.0971400; -0.8896095
60.7839013; -47.4308995; 20.4478386; 3.0071184; 0.2483874; 6.0678964; -0.8810963
60.9838484; -47.4299137; 20.0852677; 3.0555578; 0.2363822; 6.0387930; -0.8726646
61.1837954; -47.4155984; 19.9990211; 3.1016293; 0.2243971; 6.0098293; -0.8643136
61.3837425; -47.4398339; 19.9281610; -3.1378776; 0.2126087; 5.9810044; -0.8560425
61.5836895; -47.5221235; 19.6452354; -3.0965018; 0.2014490; 5.9523179; -0.8478505
61.7836365; -47.5100953; 19.3958925; -3.0573100; 0.1906213; 5.9237688; -0.8397370
61.9835836; -47.3716286; 19.2006405; -3.0202535; 0.1800941; 5.8953568; -0.8317011
62.1835306; -47.3827796; 19.0574996; -2.9852806; 0.1698010; 5.8670810; -0.8237420
62.3834777; -47.3197505; 18.9457830; -2.9523433; 0.1596574; 5.8389408; -0.8237420
62.5834247; -47.3213484; 18.6871483; -2.9214202; 0.1497121; 5.8106643; -0.7759662
62.7833718; -47.2097635; 18.4644287; -2.8924741; 0.1398562; 5.7839014; -0.3789164
62.9833188; -47.3267691; 18.3341328; -2.8654787; 0.1301505; 5.7707876; -0.0242878
63.1832658; -47.1918483; 18.1433923; -2.8404214; 0.1205597; 5.7699460; 0.2969299
63.3832129; -47.3175509; 17.9487300; -2.8172642; 0.1110500; 5.7802264; 0.5923340
63.5831599; -47.0395613; 17.6698427; -2.7960033; 0.1016467; 5.8006800; 0.8664803
63.7831070; -46.9488691; 17.5537222; -2.7766157; 0.0922957; 5.8304707; 1.1258748
63.9830540; -46.8852858; 17.3469895; -2.7590869; 0.0830171; 5.8689538; 1.3737999
64.1830011; -46.9133608; 17.0371429; -2.7434135; 0.0737928; 5.9155721; 1.6144051
64.3829481; -46.8853473; 17.0061984; -2.7295758; 0.0646090; 5.9698898; 1.8513144
64.5828952; -46.7198758; 16.7113549; -2.7175712; 0.0554765; 6.0315764; 2.0869884
64.7828422; -46.6131068; 16.6075571; -2.7073895; 0.0463722; 6.1003679; 2.3249420
64.9827892; -46.6021943; 16.3821446; -2.6990245; 0.0372986; 6.1761007; 2.5676052
65.1827363; -46.3564921; 16.1606132; -2.6924702; 0.0282631; 6.2586731; 2.8171433
65.3826833; -46.2224341; 16.0749608; -2.6877215; 0.0192370; 6.3480350; 3.0771307
65.5826304; -46.2963353; 15.8739489; -2.6847746; 0.0102470; 6.4442280; 3.3489681
65.7825774; -46.1836979; 15.6653184; -2.6836232; 0.0012678; 6.5473130; 3.6362605
65.9825245; -46.1110724; 15.4742720; -2.6842681; -0.0077082; 6.6574339; 3.2587725
66.1824715; -45.9954739; 15.2588716; -2.6867021; -0.0166359; 6.7545977; 2.7613363
66.3824185; -45.9411127; 15.1886106; -2.6909223; -0.0255923; 6.8358491; 0.2256526
66.5823656; -45.8409914; 15.0734482; -2.6969343; -0.0345062; 6.8424462; -3.7609075
66.7823126; -45.6994305; 14.7399392; -2.7047256; -0.0434325; 6.7316495; -3.4455324
66.9822597; -45.6714973; 14.5394322; -2.7143034; -0.0523883; 6.6285184; -3.1482305
67.1822067; -45.5562947; 14.3926581; -2.7256751; -0.0613077; 6.5328629; -2.8610583
67.3821538; -45.5081557; 14.2694629; -2.7388257; -0.0703064; 6.4447015; -2.5844854
67.5821008; -45.4610051; 14.0090009; -2.7537907; -0.0793089; 6.3640127; -2.3127303
67.7820479; -45.3911597; 13.8369953; -2.7705551; -0.0883877; 6.2909308; -2.0429470
67.9819949; -45.2872128; 13.6566963; -2.7891344; -0.0975440; 6.2256604; -1.7732685
68.1819419; -45.1611489; 13.5349973; -2.8095712; -0.1067510; 6.1684462; -1.4973590
68.3818890; -45.0771935; 13.2087350; -2.8318320; -0.1160892; 6.1197176; -1.2140116
68.5818360; -45.0584328; 13.0827142; -2.8559966; -0.1255000; 6.0799233; -0.9159977
68.7817831; -45.0393206; 12.8172806; -2.8820434; -0.1350695; 6.0497244; -0.8758268
68.9817301; -44.8754727; 12.6197255; -2.9100045; -0.1447720; 6.0207082; -0.8674456
69.1816772; -44.9644700; 12.5318360; -2.9399555; -0.1546633; 5.9918312; -0.8591445
69.3816242; -44.9045704; 12.2631066; -2.9718580; -0.1647201; 5.9630926; -0.8509228
69.5815712; -44.8281708; 12.2045655; -3.0058430; -0.1751178; 5.9344920; -0.8427799
69.7815183; -44.8818377; 11.9210438; -3.0419157; -0.1857881; 5.9060285; -0.8347148
69.9814653; -44.9417137; 11.7026226; -3.0801276; -0.1966033; 5.8777015; -0.8267270
70.1814124; -44.8024283; 11.5185701; -3.1205482; -0.2076666; 5.8495103; -0.8188156
70.3813594; -44.9032838; 11.2584375; 3.1200166; -0.2188356; 5.8214544; -0.8109799
70.5813065; -44.8455163; 11.1023284; 3.0750791; -0.2308192; 5.7935331; -0.8032191
70.7812535; -44.8384681; 10.9337506; 3.0277069; -0.2430591; 5.7657457; -0.7955327
70.9812006; -44.8965380; 10.6521213; 2.9778816; -0.2560321; 5.7380915; -0.7879198
71.1811476; -44.8703695; 10.5708749; 2.9253513; -0.2696668; 5.7105700; -0.7803797
71.3810946; -44.9664405; 10.3489199; 2.8700463; -0.2828371; 5.6831805; -0.7729119
71.5810417; -44.9961243; 10.3027565; 2.8120350; -0.2989255; 5.6559224; -0.7655154
71.7809887; -45.0433417; 9.9480565; 2.7505587; -0.3153877; 5.6287950; -0.7581898
71.9809358; -45.2607501; 9.7142189; 2.6869335; -0.3138078; 5.6017977; -0.7509342
72.1808828; -45.2838244; 9.5695030; 2.6255369; -0.3009812; 5.5749299; -0.7437481
72.3808299; -45.3978922; 9.4308921; 2.5663063; -0.2895641; 5.5481909; -0.7366308
72.5807769; -45.5126663; 9.3099308; 2.5106336; -0.2681991; 5.5215802; -0.7295815
72.7807240; -45.6561356; 9.2004985; 2.4589953; -0.2482146; 5.4950972; -0.7225998
72.9806710; -45.5812228; 8.9127553; 2.4112440; -0.2292605; 5.4687411; -0.7156848
73.1806180; -45.9203703; 8.8479760; 2.3672752; -0.2106964; 5.4425115; -0.7088360
73.3805651; -45.9714659; 8.6882004; 2.3269139; -0.1929185; 5.4164077; -0.7088360
73.5805121; -46.1202008; 8.4458794; 2.2901349; -0.1750146; 5.3901774; -0.4819529
73.7804592; -46.3653925; 8.4260315; 2.2569041; -0.1574293; 5.3722698; 0.0729216
73.9804062; -46.4636362; 8.2865982; 2.2271471; -0.1401818; 5.3749831; 0.5645601
74.1803533; -46.6483207; 8.0605384; 2.2008357; -0.1229894; 5.3959436; 1.0175530
74.3803003; -46.8236054; 8.1217567; 2.1779597; -0.1059082; 5.4335183; 1.4431800
74.5802473; -47.0014370; 7.9786382; 2.1584982; -0.0886609; 5.4863686; 1.8608371
74.7801944; -47.1640470; 7.8677352; 2.1425000; -0.0713893; 5.5537715; 2.2759093
74.9801414; -47.2142780; 7.6536788; 2.1299509; -0.0541370; 5.6351132; 2.6961141
75.1800885; -47.4393151; 7.4842895; 2.1208529; -0.0368418; 5.7299791; 3.1321116
75.3800355; -47.7139563; 7.4912176; 2.1152233; -0.0194852; 5.8382509; 3.5931705
75.5799826; -47.7812070; 7.3914495; 2.1130700; -0.0020311; 5.9600387; 4.0895668
75.7799296; -47.9741290; 7.3231153; 2.1144132; 0.0154793; 6.0956915; 3.4792034
75.9798767; -48.1545378; 7.2203846; 2.1192630; 0.0330346; 6.2087654; 2.6907789
76.1798237; -48.2670885; 7.0632328; 2.1276270; 0.0506286; 6.2948228; 1.8890469
76.3797707; -48.5773177; 6.9038053; 2.1395069; 0.0682452; 6.3545427; 1.0913268
76.5797178; -48.7025801; 6.7472253; 2.1549312; 0.0860169; 6.3887893; 0.3084975
76.7796648; -48.7951886; 6.8336943; 2.1739085; 0.1038293; 6.3984369; -0.5532959
76.9796119; -49.0351826; 6.5671414; 2.1963257; 0.1194388; 6.3811233; -0.9744091
77.1795589; -49.0515325; 6.5117786; 2.2215987; 0.1333671; 6.3505176; -0.9650845
77.3795060; -49.3040119; 6.4390546; 2.2496545; 0.1467859; 6.3200588; -0.9558490
77.5794530; -49.4654537; 6.2639956; 2.2795332; 0.1521436; 6.2897460; -0.9467020
77.7794000; -49.5872119; 6.1239594; 2.3104945; 0.1575361; 6.2595786; -0.9376424
77.9793471; -49.7886892; 5.9274763; 2.3423366; 0.1595858; 6.2295558; -0.9286696
78.1792941; -49.8915980; 5.7923325; 2.3742075; 0.1592650; 6.1996771; -0.9197827
78.3792412; -50.0728301; 5.8268021; 2.4060437; 0.1588103; 6.1699417; -0.9109807
78.5791882; -50.2118614; 5.6856127; 2.4373612; 0.1545684; 6.1403489; -0.9022631
78.7791353; -50.2556908; 5.4837259; 2.4678629; 0.1505169; 6.1108981; -0.8936288
78.9790823; -50.3924790; 5.1447201; 2.4975698; 0.1466431; 6.0815885; -0.8850772
79.1790294; -50.5481537; 5.0025988; 2.5265120; 0.1428921; 6.0524195; -0.8766074
79.3789764; -50.6899114; 5.0131014; 2.5547260; 0.1392978; 6.0233904; -0.8766074
79.5789234; -50.7676489; 4.6938286; 2.5822286; 0.1358590; 5.9942207; -0.7467547
79.7788705; -50.8644265; 4.5802428; 2.6090604; 0.1325287; 5.9692595; -0.5678221
79.9788175; -50.9254746; 4.4783053; 2.6352400; 0.1293831; 5.9502092; -0.4113468
80.1787646; -51.1263588; 4.1794011; 2.6608065; 0.1263721; 5.9363705; -0.2730608
80.3787116; -51.2429338; 4.1343538; 2.6857841; 0.1234667; 5.9271662; -0.1499533
80.5786587; -51.0941365; 3.8484637; 2.7101981; 0.1207750; 5.9221055; -0.0441688
80.7786057; -51.3275526; 3.6720094; 2.7340849; 0.1181564; 5.9206141; 0.0509289
80.9785527; -51.4104406; 3.4832627; 2.7574576; 0.1156668; 5.9223338; 0.1344907
81.1784998; -51.4525321; 3.3503285; 2.7803443; 0.1132762; 5.9268726; 0.2086800
81.3784468; -51.4792695; 3.1135689; 2.8027621; 0.1109562; 5.9339084; 0.2753818
81.5783939; -51.5622834; 2.8772197; 2.8247228; 0.1087332; 5.9431803; 0.3343850
81.7783409; -51.6958585; 2.8260181; 2.8462467; 0.1065645; 5.9544195; 0.3878884
81.9782880; -51.7890704; 2.4758993; 2.8673417; 0.1044455; 5.9674304; 0.4365623
82.1782350; -51.8284514; 2.3483093; 2.8880163; 0.1023656; 5.9820401; 0.4812332
82.3781821; -51.7735504; 2.1669505; 2.9082813; 0.1003341; 5.9981036; 0.5219396
82.5781291; -51.7707203; 2.0289503; 2.9281378; 0.0982968; 6.0154773; 0.5609927
82.7780761; -51.8858077; 1.8673456; 2.9475920; 0.0962999; 6.0340952; 0.5969178
82.9780232; -51.9605475; 1.4339730; 2.9666497; 0.0943217; 6.0538425; 0.6307880
83.1779702; -51.9359792; 1.3851101; 2.9853119; 0.0923563; 6.0746405; 0.6630271
83.3779173; -51.8846367; 1.2758233; 3.0035853; 0.0904273; 6.0964250; 0.6929365
83.5778643; -52.0118483; 0.9499210; 3.0214726; 0.0884985; 6.1191093; 0.7220630
83.7778114; -51.9357144; 0.8081152; 3.0389773; 0.0865991; 6.1426580; 0.7494252
83.9777584; -51.9366082; 0.5795589; 3.0561048; 0.0847173; 6.1670040; 0.7756298
84.1777054; -52.1311005; 0.4619118; 3.0728564; 0.0828465; 6.1921005; 0.8010391
84.3776525; -52.1018192; 0.1966657; 3.0892363; 0.0810021; 6.2179127; 0.8251658
84.5775995; -51.9977008; -0.0046763; 3.1052484; 0.0791599; 6.2443909; 0.8490547
84.7775466; -52.1175680; -0.2023072; 3.1208935; 0.0773381; 6.2715189; 0.8720665
84.9774936; -52.1449075; -0.4188753; 3.1361765; 0.0755296; 6.2992606; 0.8945622
85.1774407; -52.1034368; -0.5910005; -3.1320870; 0.0737288; 6.3275915; 0.9168339
85.3773877; -52.1147628; -0.9382205; -3.1175243; 0.0719462; 6.3564967; 0.9385184
85.5773348; -52.0919830; -0.7891547; -3.1033165; 0.0701647; 6.3859501; 0.9603687
85.7772818; -52.0931054; -1.2005161; -3.0894644; 0.0683966; 6.4159492; 0.9819267
85.9772288; -52.0678608; -1.3425137; -3.0759645; 0.0666373; 6.4464774; 1.0034319
86.1771759; -51.9673798; -1.6075591; -3.0628160; 0.0648821; 6.4775256; 1.0251188
86.3771229; -51.9855998; -1.8145547; -3.0500182; 0.0631387; 6.5090918; 1.0466980
86.5770700; -52.0757056; -1.9377878; -3.0375676; 0.0613941; 6.5411654; 1.0687647
86.7770170; -52.0058513; -2.1787514; -3.0254660; 0.0596576; 6.5737537; 1.0909459
86.9769641; -51.8589468; -2.3737106; -3.0137106; 0.0579262; 6.6068525; 1.1134070
87.1769111; -52.0551804; -2.5318331; -3.0023013; 0.0561963; 6.6404627; 1.1363336
87.3768581; -52.0022434; -2.8395664; -2.9912380; 0.0544735; 6.6745905; 1.1595029
87.5768052; -51.8356710; -3.0293314; -2.9805178; 0.0527514; 6.7092352; 1.1832406
87.7767522; -51.8590864; -3.2169461; -2.9701423; 0.0510334; 6.7444056; 1.2074093
87.9766993; -51.7377324; -3.4054959; -2.9601098; 0.0493192; 6.7801064; 1.2320547
88.1766463; -51.7461737; -3.6429613; -2.9504196; 0.0476065; 6.8163432; 1.2573079
88.3765934; -51.6667232; -3.7217784; -2.9410723; 0.0458978; 6.8531252; 1.2830801
88.5765404; -51.6677759; -3.9746496; -2.9320657; 0.0441867; 6.8904587; 1.3097100
88.7764875; -51.6588776; -4.0858137; -2.9234018; 0.0424772; 6.9283596; 1.3370183
88.9764345; -51.6149691; -4.4279430; -2.9150794; 0.0407697; 6.9668380; 1.3650263
89.1763815; -51.5749851; -4.6162190; -2.9070981; 0.0390625; 7.0059045; 1.3938448
89.3763286; -51.5158808; -4.8453090; -2.8994586; 0.0373569; 7.0455722; 1.4234372
89.5762756; -51.4650270; -4.8956647; -2.8921599; 0.0356463; 7.0858530; 1.4541681
89.7762227; -51.3715113; -5.0942222; -2.8852036; 0.0339363; 7.1267682; 1.4857826
89.9761697; -51.3753311; -5.2736261; -2.8785891; 0.0322258; 7.1683318; 1.5183747
90.1761168; -51.2978179; -5.4736371; -2.8723168; 0.0305130; 7.2105596; 1.5520755
90.3760638; -51.3282305; -5.7567123; -2.8663873; 0.0288001; 7.2534706; 1.5868070
90.5760109; -51.3049068; -5.8796268; -2.8608052; 0.0270318; 7.2970810; 1.6255500
90.7759579; -51.1021412; -6.0105296; -2.8555771; 0.0252638; 7.3414875; 1.6653591
90.9759049; -51.1885185; -6.1835842; -2.8506736; 0.0241079; 7.3867047; 1.6729069
91.1758520; -51.0927600; -6.5891042; -2.8459000; 0.0236399; 7.4318498; 1.6438893
91.3757990; -50.9383387; -6.6650179; -2.8412204; 0.0231700; 7.4759463; 1.6166847
91.5757461; -51.0365110; -6.9609831; -2.8362158; 0.0270275; 7.5190608; 1.3464395
91.7756931; -50.9133040; -7.1539883; -2.8304125; 0.0310198; 7.5547805; 1.0731576
91.9756402; -50.8162785; -7.1079274; -2.8238193; 0.0348476; 7.5831298; 0.8151859
92.1755872; -50.6092670; -7.5243436; -2.8164870; 0.0384973; 7.6045938; 0.5741555
92.3755342; -50.6669964; -7.6351509; -2.8084239; 0.0421468; 7.6196750; 0.3403444
92.5754813; -50.7299229; -7.8986783; -2.7996523; 0.0455927; 7.6286007; 0.1263154
92.7754283; -50.6069831; -8.0897139; -2.7901915; 0.0490389; 7.6319108; -0.0795881
92.9753754; -50.4250648; -8.2701597; -2.7800417; 0.0524781; 7.6298254; -0.2764283
93.1753224; -50.4417380; -8.3011902; -2.7692059; 0.0559116; 7.6225779; -0.4638314
93.3752695; -50.3681488; -8.5618347; -2.7576822; 0.0593529; 7.6104014; -0.6422025
93.5752165; -50.2575671; -8.7568595; -2.7454732; 0.0627709; 7.5935102; -0.8093957
93.7751636; -50.1575787; -9.0039831; -2.7325793; 0.0662044; 7.5721677; -1.0577208
93.9751106; -49.9851936; -9.2127288; -2.7189977; 0.0696415; 7.5441864; -1.4921931
94.1750576; -49.9979722; -9.3269949; -2.7047285; 0.0730897; 7.5045339; -1.3477040
94.3750047; -49.8904506; -9.4515761; -2.6897684; 0.0765593; 7.4685400; -1.3348071
94.5749517; -49.8718874; -9.7503596; -2.6741131; 0.0800280; 7.4327188; -1.3220335
94.7748988; -49.6880915; -9.8948052; -2.6577625; 0.0835294; 7.3970694; -1.3093823
94.9748458; -49.7490612; -10.0726471; -2.6407090; 0.0870454; 7.3615909; -1.2968520
95.1747929; -49.5345708; -10.2400572; -2.6229501; 0.0905868; 7.3262826; -1.2844417
95.3747399; -49.3628971; -10.3633607; -2.6044825; 0.0941678; 7.2911437; -1.2721502
95.5746869; -49.3936514; -10.5145181; -2.5852921; 0.0977628; 7.2561733; -1.2599763
95.7746340; -49.2343521; -10.6802832; -2.5653816; 0.1014122; 7.2213707; -1.2479188
95.9745810; -49.0304854; -10.9086872; -2.5447364; 0.1050937; 7.1867349; -1.2359768
96.1745281; -49.0182601; -11.0312560; -2.5233492; 0.1088252; 7.1522653; -1.2241491
96.3744751; -48.8638318; -11.2531026; -2.5012163; 0.1126211; 7.1179610; -1.2124345
96.5744222; -48.8624845; -11.5160963; -2.4783106; 0.1164523; 7.0838213; -1.2008320
96.7743692; -48.5831172; -11.6267375; -2.4546379; 0.1203670; 7.0498453; -1.1893406
96.9743163; -48.5092522; -11.6405787; -2.4301743; 0.1243438; 7.0160322; -1.1779591
97.1742633; -48.3907998; -11.8517490; -2.4049040; 0.1284118; 6.9823813; -1.1666866
97.3742103; -48.1533826; -11.9691350; -2.3788213; 0.1325749; 6.9488919; -1.1555219
97.5741574; -48.2314597; -12.1014077; -2.3518840; 0.1368085; 6.9155630; -1.1444640
97.7741044; -47.9456331; -12.2625957; -2.3240984; 0.1411653; 6.8823940; -1.1335120
97.9740515; -47.7540843; -12.3257427; -2.2954294; 0.1456270; 6.8493841; -1.1226648
98.1739985; -47.6504179; -12.6042696; -2.2658498; 0.1502351; 6.8165325; -1.1119214
98.3739456; -47.4392404; -12.5793655; -2.2353488; 0.1549708; 6.7838385; -1.1012808
98.5738926; -47.2834575; -12.7257397; -2.2038640; 0.1599013; 6.7513013; -1.0907420
98.7738396; -47.2084478; -12.8191312; -2.1713870; 0.1650145; 6.7189201; -1.0803041
98.9737867; -46.9776947; -12.9603674; -2.1378715; 0.1702575; 6.6866943; -1.0699661
99.1737337; -46.8553669; -13.1373759; -2.1032866; 0.1756888; 6.6546230; -1.0597270
99.3736808; -46.7585522; -13.1249582; -2.0676094; 0.1812854; 6.6227055; -1.0495858
99.5736278; -46.4777134; -13.3148974; -2.0308962; 0.1859347; 6.5909412; -1.0395418
99.7735749; -46.3460743; -13.4505463; -1.9932386; 0.1907947; 6.5593292; -1.0295938
99.9735219; -46.1505210; -13.4796777; -1.9546794; 0.1942353; 6.5278688; -1.0197410
100.1734690; -45.8846124; -13.4178923; -1.9156312; 0.1964082; 6.4965593; -1.0099826
100.3734160; -45.7797846; -13.4953871; -1.8761263; 0.1984523; 6.4653999; -1.0003175
100.5733630; -45.7460041; -13.7016452; -1.8368565; 0.1945476; 6.4343900; -0.9907449
100.7733101; -45.4059800; -13.6879894; -1.7983182; 0.1909220; 6.4035289; -0.9812639
100.9732571; -45.0937090; -13.7542129; -1.7605660; 0.1860873; 6.3728157; -0.9718736
101.1732042; -44.9823825; -13.7078086; -1.7239438; 0.1803137; 6.3422499; -0.9625732
101.3731512; -44.8170004; -13.9523051; -1.6884292; 0.1748651; 6.3118307; -0.9533618
101.5730983; -44.5629158; -13.9451808; -1.6539895; 0.1697559; 6.2815574; -0.9442386
101.7730453; -44.4249758; -13.6635869; -1.6205370; 0.1648453; 6.2514292; -0.9352026
101.9729923; -44.2461560; -13.7786631; -1.5880476; 0.1601881; 6.2214456; -0.9262531
102.1729394; -44.0404547; -13.8684518; -1.5564704; 0.1557165; 6.1916058; -0.9173893
102.3728864; -43.7683054; -13.7364133; -1.5257592; 0.1514323; 6.1619091; -0.9086103
102.5728335; -43.6024550; -13.8052038; -1.4959031; 0.1472983; 6.1323548; -0.8999153
102.7727805; -43.6028451; -13.8003341; -1.4668498; 0.1433017; 6.1029423; -0.8913035
102.9727276; -43.2983474; -13.7159570; -1.4385845; 0.1394507; 6.0736709; -0.8913035
103.1726746; -43.0083761; -13.6440545; -1.4110794; 0.1357048; 6.0442577; -0.8625305
103.3726217; -42.9325066; -13.7288978; -1.3843048; 0.1320777; 6.0156571; -0.6618311
103.5725687; -42.4670535; -13.6307857; -1.3582601; 0.1284984; 5.9936189; -0.4808826
103.7725157; -42.4680459; -13.6670561; -1.3329150; 0.1250123; 5.9775552; -0.3189287
103.9724628; -42.1970383; -13.4521991; -1.3082601; 0.1216136; 5.9668776; -0.1735592
104.1724098; -42.0720539; -13.4665648; -1.2842794; 0.1182786; 5.9610589; -0.0420246
104.3723569; -41.8044509; -13.4516295; -1.2609531; 0.1150244; 5.9596491; 0.0766550
104.5723039; -41.5938561; -13.4824082; -1.2382802; 0.1118024; 5.9622203; 0.1856382
104.7722510; -41.4614035; -13.3804084; -1.2162412; 0.1086428; 5.9684426; 0.2849855
104.9721980; -41.1929068; -13.0417299; -1.1948289; 0.1055437; 5.9779822; 0.3758293
105.1721450; -41.1410937; -13.1170779; -1.1740327; 0.1024870; 5.9905394; 0.4597521
105.3720921; -40.9243447; -13.1738085; -1.1538398; 0.0994840; 6.0058650; 0.5371254
105.5720391; -40.7077050; -12.9658699; -1.1342477; 0.0965098; 6.0237205; 0.6095568
105.7719862; -40.5608233; -12.8865836; -1.1152441; 0.0935763; 6.0439198; 0.6771999
105.9719332; -40.3653483; -12.7992043; -1.0968236; 0.0906795; 6.0662818; 0.7407382
106.1718803; -40.1775845; -12.7315805; -1.0789805; 0.0878069; 6.0906479; 0.8010995
106.3718273; -40.0056491; -12.5953312; -1.0617071; 0.0849685; 6.1168902; 0.8583098
106.5717744; -39.6254423; -12.4915698; -1.0450010; 0.0821462; 6.1448824; 0.9134249
106.7717214; -39.6219528; -12.4946053; -1.0288559; 0.0793490; 6.1745326; 0.9664116
106.9716684; -39.6633289; -12.4383677; -1.0132677; 0.0765747; 6.2057485; 1.0176451
107.1716155; -39.2779864; -12.2584887; -0.9982331; 0.0738145; 6.2384505; 1.0677190
107.3715625; -39.2156748; -12.1372463; -0.9837480; 0.0710758; 6.2725784; 1.1165786
107.5715096; -39.0182667; -12.0468595; -0.9698092; 0.0683515; 6.3080704; 1.1647137
107.7714566; -38.8432514; -11.9292147; -0.9564137; 0.0656413; 6.3448810; 1.2123225
107.9714037; -38.7657311; -11.8338114; -0.9435584; 0.0629463; 6.3829707; 1.2595416
108.1713507; -38.5188354; -11.6962477; -0.9312411; 0.0602603; 6.4223048; 1.3067897
108.3712978; -38.1421834; -11.5647376; -0.9194599; 0.0575861; 6.4628613; 1.3540911
108.5712448; -38.2078021; -11.3511395; -0.9082120; 0.0549209; 6.5046191; 1.4017113
108.7711918; -38.1074101; -11.3254567; -0.8974967; 0.0522631; 6.5475648; 1.4498512
108.9711389; -37.7980009; -11.0829175; -0.8873116; 0.0496144; 6.5916911; 1.4985627
109.1710859; -37.7218937; -10.9839238; -0.8776556; 0.0469705; 6.6369917; 1.5481647
109.3710330; -37.6370083; -10.9035330; -0.8685283; 0.0443321; 6.6834692; 1.5987448
109.5709800; -37.4062555; -10.8001506; -0.8599270; 0.0416991; 6.7311284; 1.6504185
109.7709271; -37.2792043; -10.5764349; -0.8518525; 0.0390688; 6.7799765; 1.7034386
109.9708741; -37.0973618; -10.4136781; -0.8443034; 0.0364424; 6.8300276; 1.7578605
110.1708211; -36.9950567; -10.4406510; -0.8372791; 0.0338178; 6.8812960; 1.8139035
110.3707682; -36.8467230; -10.2327807; -0.8307800; 0.0311952; 6.9338016; 1.8716861
110.5707152; -36.6583174; -9.9670818; -0.8248038; 0.0285773; 6.9875661; 1.9311904
110.7706623; -36.5227981; -9.9953281; -0.8193518; 0.0259589; 7.0426097; 1.9928064
110.9706093; -36.4108018; -9.8363447; -0.8144230; 0.0233428; 7.0989621; 2.0565320
111.1705564; -36.1736912; -9.6621127; -0.8100169; 0.0207280; 7.1566513; 2.1225421
111.3705034; -36.2455465; -9.5172150; -0.8061343; 0.0181127; 7.2157086; 2.1910800
111.5704505; -35.8701535; -9.4513126; -0.8027735; 0.0154992; 7.2761700; 2.2621751
111.7703975; -35.8314535; -9.3939684; -0.7999361; 0.0128840; 7.3380706; 2.3361679
111.9703445; -35.7240980; -9.1513797; -0.7976214; 0.0102704; 7.4014526; 2.4130446
112.1702916; -35.5510168; -9.0533102; -0.7958289; 0.0076577; 7.4663554; 2.4930166
112.3702386; -35.4448926; -8.8747222; -0.7945593; 0.0050428; 7.5328219; 2.5764409
112.5701857; -35.2187694; -8.7667529; -0.7938123; 0.0024283; 7.6009018; 2.6633619
112.7701327; -35.0346708; -8.5595032; -0.7935883; -0.0001886; 7.6706435; 2.7319519
112.9700798; -34.9318811; -8.5525151; -0.7938876; -0.0028035; 7.7415285; 2.5131927
113.1700268; -34.7973973; -8.3379856; -0.7947094; -0.0054168; 7.8061690; 2.2945267
113.3699738; -34.6490509; -8.1856097; -0.7960538; -0.0080327; 7.8647213; 2.0763048
113.5699209; -34.5045994; -7.9865679; -0.7979218; -0.0106505; 7.9173318; 1.8591772
113.7698679; -34.4037854; -7.8793294; -0.8003132; -0.0132712; 7.9641457; 1.4313354
